Class,Data
-1,"Vien to nen cai dien thoai dai them rat kho dut tui quan, chi hop voi ai di o to hoac bo tui sach"
-1,Cai nut nguon xau xi cua sony dau roi ay nhe. Con cai nut do the khong bao gio mua sony
-1,Sony luon dua ra gia ban tren troi. Do la ly do hang ban khong chay.
-1,Minh xai qua 1 doi sony roi..cai chong nuoc la cai nhuoc diem lon ...moi lan chay nhieu qua may treo la chiu chet...phai dem ra bao hanh moi thao pin ra duoc!trong khi cac may khac khi treo chi can thao pin ra lap lai la ok nay!
-1,khong thích phím chúc nang nàm trong màn hình của sony
-1,"Co nhung thu dau dit to thi thich nhung voi anh sony sao cu to hoai,nhin ghet that."
-1,Mot su that bai nhu may em X vua ra mat co the du bao truoc.
-1,Day la dien thoai LG PRADA mau xanh. Haha. The doc khong bao gio dung LG voi Sony. Hai hang nay cam ung rat de bi liet neu nguon sac khong on dinh- ban nhieu may roi nen biet rat ro nhuoc diem nay. Khuyen cac ban nen dung Samsung!
-1,"Khong co phim chuc nang rieng, an gian 1 phan man hinh ma con de cai phan duoi to ban. Em la em bo tay anh Sony."
-1,xau nhi
-1,"Da dap Lumia730 vi cai goc khong bo tron, de nhon, cam dau long ban tay. Nay them ong ngo ngan"
-1,Va tao can do phai mua but kem theo chu khong co san :))
-1,"Cu tu tu, roi IP cung se co tinh nang nay thoi Mot phan qua tao cho biet nhu vay :)))"
-1,"Samsung chi duoc mau ma thoi. thuc su may Samsung mau hu. sua chua rat ton tien va mat thoi gian. Toi da xai Note 4 va Note 5, phai 2 lan di thay board vi board bi hu. cung may la 2 lan nay cung trong bao hanh nen kg phai thanh toan, nhung thoi gian thay board mat 3 ngay. Toi mat tat ca thong tin de lien lac cung nhu tin nhan voi khach hang. lan thu 3 bi hu board va duoc bao gia vai trieu nen toi bo luon , khong bao gio xai no nua. Chan Samsung lam roi..."
-1,"Tinh ve thiet ke khong co gi dot pha ca,tham chi camera nhin con xau hon iphone 6s nhieu,,,"
-1,Chang co gi moi la
-1,tat ca toan bat chuoc htc
-1,Xau qua!
-1,"Ban ra cho nhin thay hang ban tao rat ngon. Ban rat them va muon an no ngay lap tuc. Nhung muon an thi phai ban phai mua da chu. Ba ban tao biet ban khong the kim che duoc roi moi het 50d 1 qua, trong khi ba mua gom o cho co 10d 1 qua. Hom sau ban lai ra cho. Ban thay hang ban sung. Cha co gi hap dan ca. Sung xanh le le an vao chat xit. Muon an co khi phai muoi, phai an kem. Ba ban sung moi mai ban moi chiu vao xem. Thay vay ba y chi ban gia re goi la co ty cong lao cat hang mang ra cho. Ngon hay khong la do nguoi thuong thuc, dau phai do nguoi mua."
-1,K MUA
-1,"Phan mem sieu te, toi lam ky thuat va khuyen ban nen go nhung phan mem nay vi no toan di kem quang cao. Nhung phan mem mien phi sieu manh khac duoc ca the gioi cong nhan nhu Avast, AVG, Microsoft Essentials cung cuc ky manh va hieu qua hon rat nhieu duoc ca the gioi cong nhan."
-1,"Neu ban nhin vao ten no va nghi do la phan mem bao mat thi ban da di sai ngay tu nhung buoc dau tien. No la mot phan mem dang malware, lua nguoi khac cai dat va co gang thu thap du lieu tren may tinh cua ban. No free, va di nhien, free thi kho ma tu te duoc."
-1,"Phàn mèm này của TQ, thuòng ""tụ dọng"" cài vào máy. Gõ bỏ cũng rát phièn toái. Có mọt só huóng dãn gõ bỏ hoàn toàn pm này, bạn có thẻ search google."
-1,doc ten la thay tau roi. Phan mem nay tu dong cai cac loai ma doc vao file trong may tinh de an cap thong tin va pha hoai may tinh nguoi dung. den ca cai qq cua tencent cung la an cap tu icq va yahoo de nhai thi co gi dang tin
-1,Cua TQ do ban. Minh khong bao gio cai pm do. Neu da cai roi thi go cung rat kho. Minh da go cho vai nguoi ban. Ban nen xai avast thi tot hon.
-1,voi tui no la con virus khong hon khong kem :))
-1,"Total 360 cua TQ phan mem nay chuyen cai 1 cach am tham vao may tinh qua may trang download ung dung bang cach dinh kem vao tap tin cai dat phan mem khac, ban nen chuyen sang dung Avast or AVG (Sec) hoac Avira (Duc) cho an tam."
-1,Phan mem diet vius hoat dong giong nhu mot virus
-1,"""Ai Phon Se E"" dung hon."
-1,"Khong the nao, IP SE than thanh cua Ifan day sao. Truoc toi nghe tang boc con nay ac lam co ma"
-1,"Mot that bai cua Apple? Qua that nhin thuc te SE khong duoc nhu 5S, nhin no dai dai sao y, nhat la mau vang hong!"
-1,Su suy tan cua Apple... nhin thay Nokia xuong da thi Apple cung di theo thoi.
-1,"Mac du rat thich ip, dang dung 5 lock va 6 plus deu 64gb nhung van thay se qua te. Binh cu ruou moi, khong ai mac cai ao cung kieu dang 3-4 nam du co thay doi chat lieu hay nhin vo mac cai vay ngu cuc dep cung kieu dang du co thay doi chat lieu gi di nua. Can thay doi vo, de tranh de nham chan. Cung nhu minh dung 5 va 6 plus, 6 thang hoac khi nao minh thay chan cai op cu thi minh co the thay cai op moi hop hon, mau sac hon. Apple ra se la 1 su thut lui ve chien luoc phat trien."
-1,Gio nay ma ai xai ba cai thu cui bap do nua. Cho tre con chung no con che cai dien thoai gi ma be teo
-1,Vang re nhat chi 4200$
-1,"Dang cap toi dau cung sai Android nhin nhu cuc gach, sao Vertu khong lam OS rieng cho minh? Nhin cu nhu hang tam thuong."
-1,"Dang gom thoi chu khong the nao xung tam Surface Pro duoc. Chat luong Full HD la thap. Thiet ke man hinh co vien qua to, thoi luong Pin qua thap doi voi 1 thiet bi dang Tablet. Pin tham chi con thua ca may con Ultrabook nhu Dell XPS hay Vaio T. Da goi la Tablet (hoac lai Tablet) thi cung phai duoc 8h pin la toi thieu cho 1 ngay lam viec."
-1,cong ranh doi song sanh voi dai duong
-1,Nhuoc diem cua ca Elite va Surface pro la deu co gia chat.
-1,"Nua gb cung la thua,vay xai ip3 duoc roi,xai 6s chi cho dat =))"
-1,Cha biet nang cap gi thi thoi danh nang cap ram de hut nguoi tieu dung vay.
-1,Them ram lam gi. Nen tiet kiem chi phi de tang loi nhuan chu. May chay ram ram co gi dau ma dua ram.
-1,Moi nghe goi luot ty web vi so het pin thi cha ram ram :)) nhin may thanh dung iphone luc nao cung ke ke o cam ma thay buon cuoi khong chiu noi.
-1,CHU BGIO THIET KE khong MOI CHA LE DE NGUYEN CON DOI CAI TEN MOI THOI HA. 1 IFAN NAN CHI CHO HAY
-1,no tang nhieu tinh nang hon ban than no hoi truoc thi no can tang ram so voi android chi cho no met
-1,Thiet ke xau qua!
-1,nhin cai con mat loi ip7 xau te luon
-1,Khong the xau hon duoc nua.
-1,Mau xanh cua note7 day ma
-1,iphone da can y tuong roi.
-1,"Mau huong chu!! Thuc ra la cung hoi xau, nhung nhin mai roi cung quen"
-1,xau xau lam. ip ra cai gi cung xau. nhung tai sao xau ma cac hang khac lai hoc theo vay.
-1,Thiet ke ngang hang voi samsung galaxy V dang cap khong chiu thua kem 1280 qua xau
-1,den xam thay ghe
-1,iPhone 7 nhu hinh thi hok dang de mua.xau hon chu xau duoi chu te.het thoi
-1,Het hot roi iphone oi. Chuan bi vao vien tham Nokia di thoi.
-1,noi thuc la khong co gi moi me ca. Nham chan. Khong tao duoc dot pha ve ngoai hinh nhu samsung. cau hinh thi len them nua cung chi vay thoi. cha de lam gi. bat dau tu ip6 tro di thay chan roi. khong muon len doi may ti nao ca.
-1,chuan khong co cua so voi note. va note nam nay se pha ki luc doanh so.note se ban duoc bang 1/10 ip7 nhi.
-1,Noi gi thi noi minh luong thang 21tr cung khong thich mua iphone. Dat! Dung it nam roi chan lai muon thay cai moi. De nhung dong tien lo viec khac con hon.
-1,che 5c xau gio giong 5c. cang y tuong
-1,noi chung la...ghe qua...
-1,"no nang hon, to hon, man be hon, pin yeu hon."
-1,Nhin con xau hon ca tuyet pham thiet ke G5. :)))
-1,"Em nhin con iphone 6s plus moi la mat can doi. Vien day cop, than may tren duo deu to do vuong nut home tron. Trong khi cac may deu sieu mong cann"
-1,"Iphone thua roi, het gi moi roi de loi keo moi nguoi, chi co ai hoai co moi nho Iphone, bye Ipnone"
-1,Nhin tho qua nhat la mat sau.mai van thua 6s plus
-1,Ha mat do diem anh xuong o che do Mid nhung van ngang voi mat do diem anh cua Iphone 6s plus. So rang o che do nay Iphone ngui khoi ca ve toc do lan thoi luong pin.
-1,Ong Iphone phai chay dai dai moi theo kip cong nghe. Kho than cho cac fan cuong Iphone ...
-1,"iPhone chang can ha do phan giai man hinh da co che do tiet kiem pin tu dong tu rat lau roi. Gio Sam moi co, dung ""chuoi"" luon."
-1,sam toan dua ra nhung tinh nang vua sam vua vo van.
-1,"Den noi cai icloud con bat chiec thi anh cung den chiu do lay cua ss nha e, dat ten cung dat la icloud, bat chiec thi cung len dat ten khac di, lay qua"
-1,Vinh biet Oppo
-1,Tranh xa may cai dien thoai chinh hang Tq nay ra . Day khong phai la gia cong lap dat tai TQ nua ma la do TQ chinh hieu
-1,Made in China. toi tảy chay.
-1,Toi khong ung ho hang TQ
-1,Toi dung thu oppo chi 5p da thay chan loa ngoai qua kem camara cung chang kha hon vao mang doc bao thi duoc chu youtube hay game thi vut do la con f1
-1,"Nam 2013 mua con oppo R1 toi gan 9tr ma cau hinh lan tinh nang deu thua em nay nhung xai kha on. Mai ve sau pin mau tut qua nen khong xai nua. Tu hoi nghe may cai vu TQ nen minh khong dung va bo luon oppo, nhung phai noi thang R1 kha on va dep thoi diem do."
-1,"Xai di roi thay canh, phu kien rat dat do vi du nhu thay man hinh het gan 3tr va toi dai ly cho 1 tuan, chua ke hang China"
-1,Dung loai nay nhanh ta may lam ban. Pin thi khoi phai noi. Rat ao va nhanh sut pin
-1,Cui lam
-1,"Dien thoai nay 6 trieu a ? Noi that chu cai nay cho minh cung...lay, ma mua thi con lau nha :D"
-1,"Hang nay bung tien ra muon cac nghe sy ,cac cua hang de quang cao hoanh trang lam cho chi phi + san pham = gia cao de cho nhung ga cong nghe tuong rang day la hang cao cap . Qua ao tuong !!!!!!!!!"
-1,Khong quan tam hang trung quoc.
-1,"Hang Trung Quoc , toi khong dung , gia dinh , nguoi than toi khong dung"
-1,"6tr co qua nhieu lua chon, ai di mua con oppo nay thi chac khong tim hieu gi ve cong nghe rui. hang tq ma gia my. thua!"
-1,Lại có cả nám virus dang ngủ dong trong áy .
-1,6 trieu cho cai dien thoai nay co dang dong tien bat gao khong anh em??? khong hieu sao ma nguoi ta cu am am di mua oppo. :v
-1,"Oppo dung nghia hang china, ma dep nhung chat luong kem"
-1,Dien thoai TQ khong dung vi: cac thong tin ca nhan khong biet se ve dau? Hay canh giac voi hang TQ.
-1,"khong anti hang TQ nhung mua con Oppo nay la 1 su lua chon rat toi, Camera truoc 16mpx la 1 su thua thai boi vi khi selfie chup 1 lan ca chuc tam ma moi tam tu 2 - 3 MB thi dam bao mau het bo nho trong. 5 mpx de selfie la du roi."
-1,"Hang Tq thi vinh biet, 16MB tq giong nhu xe may: con dream tq cung 110cc, hon nua, chua ke phan mem doc hai..."
-1,Chay mot thang sau se co cam giac ta dang dua voi rua!
-1,khong nen xai do tq !
-1,cho khong lay
-1,Zenfone 3 laser no dap chit ngay!
-1,"thoi rang them ti hoac cho giam gia mua Zenfone 3 con ngon hon, duoc cai camera truoc lam cao vay chu chup chua biet the nao, cam sau thi luon cui, man hinh kem."
-1,Thay chip cua MediaTek la so lem.. roi.
-1,cac nuoc lon ho khong co xai hang TQ vi bao mat
-1,dang xai oppo f1 duoc ba thang .Cang xai cang thay te
-1,Hot thi co..... thay oppo la met moi.
-1,"Ca nhan toi thay zen rat te , toi dung 1 zen 5 va mua 1 zen2 cho bo va that buon la deu bi loi ."
-1,Cac dong zenfone deu chan ca
-1,"toi dung Zenfone2 Ram 4Gb . quang cao cung ram ro nhung dung roi toan thay that vong. bao hanh 4 lan, dung luong pin 3000mAh ma cu nhu 2000mAh, dung hon 1 buoi xem web so so , nghe goi la het sach. Dinh goi trung tam cham soc khach hang cua Zenfone ma len mang search thu co ai giong minh khong, thi thay toan bi nhu vay nhat la ve pin nen thoi khoi goi luon . Haizzzz"
-1,"cong nghe gi ma gay tut pin , khong khuyen cao cho khach hang biet vay ban . toi cung dung Zen2 ma bao hanh toi 2,3 lan thay phat met day"
-1,"Nhin thi dep chu minh da dung tu zen5,zen2,zen Go... thay chat luong kem."
-1,"Toi mua Zenfone 2 mot nam, bao hanh toi 3 lan, duoc diem ban dien thoai cho muon may khac dung tam thi van thay con Zenfone van te nhat, dac biet la Pin, pin tut rat nhanh . ma dong Zenfone phan lon la nhu vay, pin khong dung dung luong nhu nha san xuat cong bo. Moi nguoi nen can nhac khi su dung dong Zenfone"
-1,khong dai gi mua zen3 voi gia do roi lai mac loi nhu zen 5. Truoc toi mua zen 5 bao hanh len xuong den 4 lan van loi cuoi cung bo. Mat long tin voi asu.
-1,"Minh thay hok dep, cam phia sau loi ra, vien day gia lai cao. Neu gia nhu vay toi se lua chon san pham khac."
-1,Hoi dat
-1,Em này xách dép cho xiaomi thoi!!!
-1,Qua dat cho em nay
-1,Khong biet ong Zen nay nhu nao chu may ong Zen truoc thi...duoi nhu trai chuoi.
-1,Chán dòng zenfone lam roi. Dủ thú các lõi
-1,con nay ban 6tr hy vong co nguoi mua
-1,Dep nhung chat luong thi.... Chi duoc cai ma mua roi se hoi han
-1,Do cui bap.nghe toi asus san xuat dien thoai la thay so roi
-1,Mat truoc giong iphone. Mat sau giong samsung.
-1,"Noi rieng la em chao vinh biet tat ca hang Asus tu 3 nam nay. tu laptop, dien thoai toi may tinh bang hay mainboard..."
-1,"Khong có gì là dạc sác , nhàm nhàm ."
-1,"Dep nhung se khong mua, nha minh mua 2 con zen 2, sau 1 nam thi 1 cai tu nhien ma hu nguyen bo main thay main het 1tr5, con 1 cai hu loa ngoai va liet phim tang giam am luong"
-1,Cam 9tr di mua cai Zenphone cung hoi ngai that !
-1,Gia qua chat..k nhu hoi moi ra mat
-1,May tinh nang nay co may ai xai dau? No khong co thuc dung cho lam.
-1,"Always on hao pin lam, nen thuong it ai xai."
-1,chu dang voi galaxy y thoi. so voi a5 thi van khong dang ngoi cung a5.
-1,Tao lam gi co cua ma dem so voi mot sieu pham nhu vay troi?
-1,Dep vi cai gia tien dat do
-1,Ui troi h moi thay iphone xau khi dat canh samsung
-1,"nhin lai bay gio appel chi hon cac doi thu khac o cai HDH IOS nua, chu kieu dang hay cau hinh iphone khong con gi uu viet nua"
-1,"Mau sac kim loai cua Samsung bong bay qua nhin khong thay sang, tram nhu Apple."
-1,Ca 2 deu xau !
-1,Thoi cu hai long voi Ip4 cua cau di.
-1,Android xài rat nhanh het pin khong qua noi iOS dau dung mong vo vong
-1,Noi Chung la Apple se het thoi.
-1,"San pham cua sam sung rat Hoa La Canh, dung mot thoi gian sau may bi do, co cuoc goi den khong vuot de nghe duoc."
-1,van tay tren iphone thua xa quet mong mat. nhin phat da mo may. cha can mo mam bam home dau
-1,Cung hoi bat tien xu the nay e rang da phan nguoi dung se khong ua thich
-1,"Mo khoa bang mat ma 10-15 giay ma nhanh gi,dien thoai toi mo khoa chua toi 5 giay la xong"
-1,Gia bang cai xe may cua bo vo :(
-1,"Qua that vong, 19/8 ngan sach lai tham hut 19,8 trieu roi!!!"
-1,4Gb thi khong hon Note 5 la may.
-1,Ram te! gio ma con 4Gb thi lam an gi duoc...?
-1,"Taxi: chinh xac do ban, chi them chong bui va nuoc thoi... cha co gi dot pha... toi van dung Note5."
-1,Noi that la minh thay iphone van tren co
-1,"Cau hinh nhu Note 5, chi them moi quet mong mat va man hinh cong roi chong tham nuoc nua :(. Khong dang ke lam. Note 5 xai cung on roi. Hoac Galaxy S7 edge cung duoc"
-1,"cu chay theo cau hinh, cham van cham"
-1,Cham???
-1,"Dat qua, cau hinh chang co gi dac biet, dot pha! Cho ngay nay nam sau mua ss note 7 my cu ""xach chan ""gia 7,5 cu!"
-1,Nhin thua dien thoai tau
-1,That su khong co gi dac biet. Can tiep tuc cai tien kieu dang sang mot form mau khac.
-1,Gi thi gi chu khong bo ra tren 5 trieu mua may thu nay thuong hieu China.
-1,"Toi chua ghet kieu thiet ke nhu nay, na na nhau giua huwei, xiaomi, meizu, nhin phat nan !"
-1,"6.6'lam thanh cai MTB luon di cho roi. Ai chu tui khong ham, 5,5"" da thay qua kho roi."
-1,"GPU tren chip Kirin cua HW kem, choi game 3D hay bi giat."
-1,"Dang dung het pin thi sao day, iphone ngay cang thiet ke do te het sang tao roi."
-1,thiet bi de phuc vu con nguoi. chu khong phai mua ve lai phai cham soc ( sac thi khong nghe nhac) = do hoi
-1,cai chan cam Lightning EarPods sao to va dai the. bat tien khi bo tui quan.cam ca sac va tai nghe nhieu 1 lo se nhanh hong chan sac. luc do la 1 nhuoc diem.
-1,"Nghe nói cái bút này chóng duọc cả nuóc , chác sẽ có nhièu bạn lạn duói ao hò vùa ghi chú , quả là mọt tính nang du thùa :))"
-1,"Du trang bi kinh cuong luc may di chang nua thi nguoi ta van dem dien thoai di dan man hinh ma thoi. Chua ke bay gio cac hang con dua nhau lam man hinh cong voi ca kinh cong 2,5D lam cho viec dan man hinh cang bi xau nua :))"
-1,"minh van thich kinh khong cong hon,vi kieu j cung phai dan man hinh"
-1,"man hinh not 4 roi nhe cung bi be, thay den 2 lan. Chua bao gio thay dien thoai nao ma co man hinh de vo nhu vay"
-1,"Tháy các Fansam ai cũng nói Note 2, Note3 , Note4 , Note5 , dang dùng quá tót và khong có ý dịnh len Note7 . vạy thì Note7 chác chán sẽ é móc meo luon kakakaka"
-1,"Co le man hinh tran 2 canh o Note EDGE la phat minh do hoi nhat cua SS, ke tu doi nha Tong. Nhung lai con do hoi nang hon nua, khi SS van tu hao ve phat minh nay va tiep tuc su dung o cac phien ban tiep theo."
-1,"Ban minh Dang dung note 4 nhung van thich iphone hon vi dong ss du la note 4 dung van cam thay que que, danh tu vo nguc la dan cong nghe, minh chang hieu dan cong nghe gi ma may thi lag, may dang yen dag lanh cu den 40% pin la sang len den luc bam vao nut nguon thi thoi, con quen thi sang den luc het luon, dung la hang ma ss vay ma sao lam anh cao ban phim trung thanh the"
-1,"Note 5 cua minh bi loi ket nut bam (giam am), sau do dua di bao hanh thi trung tam bao hanh bao loi do bui, ho mo may minh ra lau bui (noi bui nhieu), 3 ngay sau lai ket, mot luc thi lai binh thuong, sau do lai ket, lan nay thi ket ca hai nut tang va giam. Bat dau thay so Sam."
-1,"Ss nut tang, giam am do lam, truoc minh xai glaxy s3 cung bi hu phan tang am, chui khong het phai thay, gio dang xai not 4 cung khong con nhay nua.Minh thich chup hinh quay phim , nghe nhac nen dang tinh chuyen qua iphone giong bx cho lanh"
-1,Khong thay doi gi ngoai ram va chup hinh. Can y tuong
-1,"Tuyet doi khong nen mua tivi cua Samsung. Cach day 2 nam minh mua tivi Samsung 40 inches, UA40F5000ARXXV, bao hanh 2 nam, vua het 2 nam 1 thang la tivi bi hu dan den led, phai mang di sua mat 2,5tr"
-1,"Sony gio khong ben dau ban, mau sac khong dep nua."
-1,"Minh cung thay no xuong cap, hon nua dong nay gia van mac hon may TV cua HQ"
-1,"Toi cung thich TV samsung, thay no tien ich hon"
-1,"Khong tot dau. Nha t co dung 1 cai 40"" load mang rat cham"
-1,"Co dieu kien nen mua Oled LG nhe Gia re 170tr thoi,nhung con tivi led lcd vo van thi lam duoc tich su gi"
-1,"Khong nen mua Smart TV ban, toi mua roi dung cham lam, thao tac xu ly rat cham, cham hon so voi Android TV box nhieu,tot hon het ban nen mua 1 tivi thuong + 1 Android TV Box ( tam 1.5trieu la dung ok roi, loai M8S cung duoc day ban,nhung nen mua o noi co uy tin,tranh hang nhay ,gia,co bao hanh dang hoan) thi dung nhu la may vi tinh vay,rat de su dung. Con muon biet thuc hu the nao, ban co the den cac vi tri ban Smart TV va ban Android TV Box dung thu thi se tu biet la minh nen chon cai nao."
-1,"minh dang hoi han khi mau smart tivi samsung k5500 day, loi ho sang man hinh va ho vien tivi kha nang ma samsung may lan toi coi xong cung phan do dac tinh cua phan pham chu khong phai loi. minh rat buc xuc. cac ban than trong khi mua tivi cua samsung keo ruoc buc vao minh"
-1,Dang quen dung may tinh ma dung smart TV chi muon dap ^^
-1,"Da so la si dien, iphone ben chu dep thi chua chac a, tu ip6 tro di cang giong dien thoai TQ"
-1,"1900 den 2500 usd. Dat qua, nhung van chua dat bang con vit cua vertu"
-1,Ma may cay vang vo do ma ban 1.9-25k usd
-1,"Hi, vay Iphone 6S mau vang hong bi bong troc vo la mot tinh nang thu vi cua Apple danh cho nguoi dung ban nhi? 2 thang ban xai 2 cai 6S mau vang hong duoc co 6 thang thi bi troc ca 2, trong cai dien thoai bong troc tum lum that la dang cap :v"
-1,"Da tam thap, lai te nhat thi len sao duoc vao thi truong von da chat hep. Lam cao cap thi nua voi, gia thi dinh luon, nguoi mua khong lac dau moi la."
-1,Tu nhien thay BB that re tien. Mat hinh tuong qua.
-1,"""BB"" em thay doi qua nhieu roi, anh phai quyet dinh ly di sau bao nam chung song voi em hic hic  ^"
-1,"Chac theo chan obama thoi, bye bb"
-1,"Thoi roi, bye bye BB !!!"
-1,Tam tien nay mua con SamSung made in VN hoac made in khongrea suong hon nhieu. BlackBerry bat tay Samsung Sx tai VN made in VN la mua lien.
-1,"TQ khong quan trong, quan trong la no xau"
-1,"BB ngay xua dau, sao khong ke thua fan cua BB va cach tan de co diem khac biet, chu the nay khong canh tranh noi."
-1,"Co ai do canh bao Blackberry khong nen gia cong hang trung quoc de mat thuong hieu khong vay, ai, ai lam viec do di nao, xem nhu lam viec thien"
-1,"Dang dung 2 con BlackBerry, tinh hinh nay quay ve dung cuc gach Nokia cu."
-1,cho khong them
-1,"Lai la oppo, noi that oppo may thi linh kien deu ma gia ro cao vi oppo chiet khau voi nha ban le nhieu, dung huapple watchei hoac xiaomi hon nhieu"
-1,"Thua het con honor 5c huapple watchei mai ve viet nam , gia lai hat re hon"
-1,Em nay tam 4m thi may con co nguoi mua. Neu dan yeu BlackBerry thi em nay khong co cua. Con dan cong nghe chac khong chon em nay. That tiec vi BlackBerry da di sai lan duong.
-1,Chet som thoi
-1,mat chat roi bb oi
-1,thay vi chuyen sang android sao khong tap trung phat trien them ung dung cho BB 10? haiz tiec qua BB 10 thuc su rat dang dung.
-1,"BB10 co thiet ke that mau thuan. Toi van chua hieu Z10 va Q10 khi video call cho nhau se ra sao. Toi dang dung Q10 va kha hai long ve chuc nang cua thiet bi, no phu hop voi nhu cau cua toi. Nhung thuc trang thi so nguoi co chung nhu cau giong toi la kha it. Phan lon nhung nguoi tre su dung smartphone thich chat chit va choi game nen ho khong chon BB10. Dau co ra sao toi van mong BB10 thuc su KHONG CHET. Va toi thay neu dem thiet ke cua dong Z10+Z30 cho chay android thi se thu hut duoc nguoi dung. Rieng toi thi khong co hung thu voi Full cam ung. Neu co dieu kien se len Classic hoac Passport. Ung dung BB10 the la da on"
-1,"Thuc su la ung dung du dung nhung minh cung khong the chay nguoc xu the, nhieu khi thay may dua ban co nhung ung dung ma BB khong cai duoc hoac khong dung tron tru...buc khong the ta, bo hon chuc chai co moi cai ung dung khong sai duoc uc che lam ban."
-1,"khong nhan ra bb....chan. Minh dung lai o BB Passport va hai long voi hai em 9900, 8800 tren gia sach."
-1,"Thiet ke xau the thi e la phai thoi, phan mem thi cha ra lam sao !"
-1,Khong con bong dang phan cung thi nghi.phan mem cung chang con gi
-1,toi nghiep.. di sai huong.. rui cung giong nhu nokia thui.. buon!
-1,co cam giac buon khong he nhe
-1,Chỉ có 2 tù: Quá xáu.
-1,Xau tai xau hai.
-1,"Khong biet bac xai sao chu e xai smart tv cua samsung ma thay vo app cai la no dung, lag tat phim nguon cung khong duoc toan phai rut day dien. Ma bi hoai, biet vay mua cai android box gan vo xai cho roi. Mua smart ton tien ma xai them ruoc buc vao than. duoc cai remote cua tv samsung dep :)"
-1,Nhin xau that
-1,xau te
-1,iPhone 7 nhin ve nham roi
-1,"thay cai Camera loi thi het ham, se bi cuc kit"
-1,"Khong co su dot pha, co le "" Tao "" cung dang dan can y tuong"
-1,"Nhin mot nguoi cam ip kho phan biet dau la 6, 6s va se la 7 neu thiet ke khong thay doi nhu the nay."
-1,"Xáu hon IP6, chò IP8 xem sao."
-1,Dep nhung kg dot pha. Cac bac cu che
-1,cai dong lenovo nay duoc cai pin khoe thoi con dung mot thoi gian hay bi mat song va nhieu loi lat vat
-1,"Pin khỏe,cáu hình mạnh,chạy truóc các hãng khác vè mãu mã nhung dùng tg thì mói biét cl tn.."
-1,"Minh lam ky thuat, cach day 1 tuan co de con Samsung A5 2016 o nha cho vo voc, muon con Z5 o shop dung tam, thay chan qua muon con Z5 Premium dung xem thu. Ket qua la sau 2 ngay dung 2 con nhu ban dang phan van minh phai ve nha doi lai con A5 cua vo :). May mau nong, pin trung binh, hieu nang ngang ngua A5 (1 so diem tham chi con thua). Khuyen ban da bo tien ra mua, tien vay tien gop thi cang nen suy tinh can nhac giua gia ca - hieu nang - trai nghiem cho ky, dung chi vi dam me 1 chu Sony ma sau nay om han. Sony chang co may nao dang dong tien ca, tam su that day :)"
-1,"da tung la fan cua sony minh co doi dieu can noi voi ban, hien tai sony khong on ve chat luong, loi phan cung kha nhieu, ban nen tu bo sony di de khong fai gap nhung loi loa re, liet cam ung kho chiu ay, thay vao do theo yeu cau cua ban thi ban co the chon samsung s7 edge hay 1 loai dien thoai nao khac ma khong fai sony, da rat so sony roi"
-1,"Minh mua Sony Z3 xai, 1 nam thay 4 lan cam ung het 2tr, sony mong manh va de vo lam :("
-1,Khong nen mua sony . Da xac dinh tra gop thi mua loai khac khong hoi han day ban
-1,"Sony Z cac doi 1- 5 hay bi loi nguon, het kiet pin sac lai khong vao phai dung kich va sac qua 1 dem, man hinh hay bi chay loang trang ngay canh phim nguon, cac nap the, sim o canh hay bi roi ra do gioang cao su hu,...con rat nhieu loi cac ban"
-1,"Minh cung dang so huu mot em Z3 chinh hang, dung duoc 1 nam 1 thang da kip di bao hanh hang 2 lan, hien tai dang nam o hang lan thu 3 mac du minh bao quan may rat can than. Khuyen ban nen can nhac ky lua chon cua minh."
-1,"Da dung z3,mua moi tinh,sau gan 1 thang man hinh bi bong,ha ngoac ra."
-1,"Khuyen ban neu tra gop thi mua hang khac, tra gop dien thoai sony coi chung chua tra xong phai ton tien sua dien thoai"
-1,"Chup bang phan mem nay nuoc anh trong va tuoi hon cam cua iphone nhung co do tre, chup vat the chuyen dong se bi nhoe. Khong co chuc nang lam min anh. Dung phan mem Microsoft Selfie thich hon."
-1,"Iphone gio cong nghe luon di sau androi thoi ... tu thiet ke, tu tuy bien. .."
-1,Can j phai home cam ung jailbreak xong cai activation la thanh cam ung roi.aple luon di sau jailbreak 10 nam
-1,"Met, dang xai 6 chac khong len dau, thay xau qua. De 16/09 xem sao."
-1,"Lop kinh be mat qua mong va cam ung de bi liet hang hoac liet toan bo la dac diem de nhan thay tren san pham cua Sony va LG! Sony, LG da tu lam mat luong khach hang kha lon khi ho cho ra mat nhung san pham cao cap ma khong chu y hoan thien chat luong cam ung cung nhu kinh bao ve. Viec tich hop phim chuc nang vao trong man hinh cung la mot sai lam nghiem trong. La nguoi ban dien thoai, chung toi rat so khi phai bao hanh san pham cua LG va Sony! Co the co ban vao day nem da: ""Toi dang dung Sony, LG day, chat luong rat tot, khong sao ca!"". Xin thua, ban chi dung mot vai cai con chung toi ban ca vai ngan cai. Neu toi ban Samsung hoac iphone, toi rat yen tam ve cam ung cua may va khong lo vu loan hay liet cam ung."
